time,x,y,z
3.522965,0.402,0.098,-1.082
3.535707,0.376,0.079,-1.116
3.538268,0.187,0.113,-1.263
3.540846,0.141,0.156,-1.262
3.554446,0.092,0.207,-1.247
3.573248,-0.269,0.536,-1.119
3.592058,-0.557,1.009,-1.211
3.610209,-0.798,1.439,-0.906
3.613816,-1.422,2.11,-0.286
3.616266,-1.426,2.138,-0.271
3.619077,-1.42,2.146,-0.261
3.621811,-1.408,2.139,-0.254
3.624235,-1.392,2.118,-0.257
3.63799,-1.381,2.107,-0.264
3.657022,-1.35,1.831,-0.305
3.67576,-0.765,0.623,-0.409
3.693847,-0.286,-0.192,-0.561
3.697172,0.048,-0.675,-0.707
3.699365,0.026,-0.702,-0.699
3.701853,0.009,-0.704,-0.689
3.70431,-0.007,-0.702,-0.665
3.707045,-0.024,-0.697,-0.633
3.713584,-0.052,-0.688,-0.594
3.713925,-0.099,-0.685,-0.548
3.7147,-0.156,-0.692,-0.488
3.71714,-0.218,-0.695,-0.421
3.719476,-0.29,-0.702,-0.347
3.722109,-0.366,-0.719,-0.272
3.732333,-0.455,-0.752,-0.194
3.734959,-0.709,-0.819,0.15
3.739635,-0.762,-0.832,0.341
3.75125,-0.775,-0.828,0.421
3.754912,-0.789,-0.793,0.694
3.757316,-0.791,-0.789,0.724
3.770039,-0.789,-0.791,0.752
3.773018,-0.799,-0.926,0.966
3.788783,-0.8,-0.947,1.019
3.79401,-0.87,-1.032,1.362
3.794196,-0.879,-1.009,1.416
3.80795,-0.882,-0.958,1.481
3.812192,-0.766,-0.665,1.889
3.815121,-0.735,-0.634,1.946
3.817614,-0.694,-0.585,2.016
3.819983,-0.651,-0.535,2.096
3.823077,-0.609,-0.51,2.177
3.829225,-0.572,-0.471,2.255
3.832634,-0.503,-0.441,2.436
3.835003,-0.497,-0.453,2.466
3.83747,-0.49,-0.435,2.477
3.839877,-0.475,-0.394,2.484
3.848563,-0.456,-0.341,2.513
3.852785,-0.382,-0.053,2.693
3.855293,-0.378,-0.047,2.7
3.867365,-0.364,-0.008,2.683
3.870555,-0.359,0.336,2.143
3.873043,-0.383,0.386,1.977
3.887728,-0.407,0.417,1.795
3.890736,-0.303,0.5,0.621
3.907598,-0.239,0.507,0.449
3.926793,0.213,0.673,-0.164
3.930683,0.277,1.002,-0.482
3.933264,0.23,1.03,-0.501
3.935836,0.177,1.054,-0.51
3.938236,0.121,1.074,-0.518
3.94606,0.059,1.089,-0.517
3.950866,-0.227,1.028,-0.469
3.953739,-0.311,0.981,-0.446
3.955987,-0.387,0.943,-0.425
3.965535,-0.463,0.902,-0.416
3.968503,-0.688,0.624,-0.301
3.970978,-0.73,0.523,-0.244
3.973732,-0.761,0.436,-0.195
3.984936,-0.785,0.384,-0.143
3.988522,-0.938,-0.049,0.203
4.004136,-0.981,-0.167,0.271
4.023754,-1.364,-1.362,0.705
4.042989,-1.632,-2.013,1.421
4.061775,-0.986,-0.794,2.371
4.064678,0.17,0.72,2.887
4.067033,0.383,1.073,2.931
4.069944,0.6,1.443,2.978
4.072446,0.8,1.76,3.019
4.08829,0.981,2.026,3.051
4.107026,1.53,2.275,3.364
4.125954,1.466,1.544,3.706
4.145206,0.774,-0.488,3.48
4.164264,-0.997,-4.14,2.495
4.183202,-1.561,-5.522,1.554
4.187462,-1.59,-4.936,1.831
4.189912,-1.609,-4.733,1.921
4.202322,-1.622,-4.423,2.018
4.205169,-1.219,-1.55,2.499
4.221633,-1.066,-0.877,2.6
4.240831,-0.418,2.517,3.133
4.260069,-0.49,4.002,3.427
4.27924,-0.499,3.141,2.832
4.298582,-0.659,0.36,0.691
4.317963,-0.511,-2.19,-1.232
4.320977,-0.19,-0.849,-0.662
4.32354,-0.154,-0.764,-0.604
4.337192,-0.114,-0.69,-0.559
4.356294,0.09,-0.443,-0.32
4.375858,0.268,-0.52,-0.164
4.379059,0.403,-1.327,-0.3
4.381667,0.414,-1.477,-0.342
4.383988,0.425,-1.652,-0.38
4.386552,0.448,-1.87,-0.407
4.389322,0.474,-2.115,-0.424
4.397404,0.497,-2.371,-0.437
4.402066,0.466,-3.002,-0.46
4.407394,0.436,-3.075,-0.461
4.416489,0.376,-3.143,-0.447
4.419593,0.289,-2.995,-0.353
4.422008,0.286,-2.909,-0.316
4.436252,0.293,-2.808,-0.274
4.439774,0.5,-1.853,0.046
4.455626,0.561,-1.636,0.117
4.475042,0.992,-0.076,0.575
4.494368,1.284,2.435,0.84
4.51386,0.904,4.074,0.651
4.532752,0.213,3.728,0.317
4.535311,0.095,0.838,0.104
4.540075,0.113,0.141,0.058
4.552553,0.116,-0.157,0.031
4.555324,0.057,-1.054,-0.089
4.572002,0.044,-1.141,-0.11
4.591567,-0.009,-1.375,-0.284
4.595771,0.101,-1.258,-0.209
4.598274,0.111,-1.251,-0.187
4.600581,0.116,-1.245,-0.166
4.603184,0.119,-1.24,-0.152
4.606049,0.12,-1.23,-0.145
4.613762,0.12,-1.202,-0.141
4.615982,0.121,-1.018,-0.138
4.618322,0.132,-0.938,-0.146
4.620814,0.143,-0.853,-0.157
4.623497,0.155,-0.759,-0.167
4.633463,0.164,-0.665,-0.181
4.636308,0.157,-0.343,-0.274
4.638722,0.137,-0.267,-0.3
4.656277,0.107,-0.188,-0.328
4.67601,-0.112,0.394,-0.553
4.695548,-0.165,0.882,-0.573
4.714639,0.244,1.195,-0.359
4.734298,0.748,1.292,-0.042
4.753334,0.285,0.722,0.188
4.757079,-0.328,0.044,0.128
4.772509,-0.377,-0.023,0.116
4.791983,-0.446,-0.278,0.123
4.799113,-0.219,-0.147,0.557
4.799361,-0.195,-0.107,0.631
4.799463,-0.177,-0.067,0.706
4.809136,-0.16,-0.032,0.774
4.817556,-0.138,0.034,0.932
4.819813,-0.153,0.027,1.038
4.822341,-0.159,0.011,1.054
4.835563,-0.164,-0.008,1.07
4.839645,-0.159,-0.195,1.184
4.855066,-0.146,-0.241,1.206
4.875536,0.031,-0.542,1.331
4.895854,0.458,-0.772,1.463
4.900412,0.861,-0.956,1.472
4.903039,0.887,-0.989,1.463
4.905828,0.907,-1.023,1.453
4.916417,0.928,-1.061,1.446
4.9203,1.002,-1.222,1.386
4.922921,1.017,-1.237,1.382
4.936371,1.034,-1.242,1.377
4.940556,1.176,-1.153,1.397
4.956036,1.206,-1.115,1.405
