time,x,y,z
1.64555,0.7244,-2.5134,-5.3197
1.650449,1.3778,-2.7589,-5.4544
1.664797,1.7385,-3.1706,-3.3139
1.67059,2.402,-2.5267,0.1446
1.680368,3.776,-1.341,2.6305
1.690329,4.2506,-0.6256,3.6904
1.700852,3.1613,-0.959,3.4339
1.710656,2.7303,-0.6427,3.3724
1.720762,2.449,-0.5685,3.7134
1.731557,2.2472,-0.6522,3.4243
1.740598,2.6403,-0.3513,2.5371
1.75338,1.9069,-0.6667,1.4948
1.760363,1.315,-0.7811,0.1779
1.76967,0.8712,-0.4195,-0.424
1.779718,0.3191,0.0273,-0.4432
1.789901,-0.3426,-0.1824,-0.5875
1.8003,-0.7681,-0.4802,-0.6504
1.810591,-1.3442,-0.3757,0.2643
1.820215,-1.8136,0.0302,1.3863
1.830148,-1.8332,0.3393,1.8993
1.842419,-1.3453,0.8417,1.7632
1.850095,0.1093,1.7765,1.5832
1.864404,1.3005,2.466,1.2049
1.879729,1.5934,1.1717,1.2715
1.889173,1.7899,0.58,1.6268
1.899919,2.3797,0.7817,2.0071
1.909897,2.4509,1.1765,1.7776
1.919811,2.4744,1.7575,1.0263
1.931506,2.3677,2.0836,-0.1359
1.939551,1.3543,2.3902,-0.9675
1.954269,-0.4609,3.0486,-2.3905
1.959187,-1.6137,3.3594,-2.3931
1.968708,-1.845,3.5036,-1.1282
1.978517,-1.6359,3.207,0.686
1.98901,-1.8428,2.2741,1.8483
1.999487,-2.635,0.8135,1.1158
2.009215,-4.0072,-1.7561,0.6078
2.020797,-6.5328,-5.7291,0.4784
2.029976,-6.8386,-9.3017,1.308
2.04319,-6.9098,-11.8185,1.4134
2.048583,-6.0848,-12.7853,0.6605
2.058531,-5.5863,-13.3691,0.0264
2.068487,-4.4702,-13.641,1.2083
2.078291,-3.9327,-12.7222,2.7895
2.088709,-3.7857,-11.6903,4.0919
2.098287,-4.5752,-9.1654,6.1557
2.109545,-2.9186,-5.273,10.2462
2.118644,0.0397,-2.793,13.3338
2.13233,0.948,-2.1574,10.2164
2.137971,1.1771,-2.5546,4.6943
2.147986,1.0646,-3.3463,-0.8445
2.158043,1.6439,-3.7236,-4.9565
2.168441,2.1052,-3.7717,-7.1385
2.18804,2.1951,-3.7082,-7.3932
2.189341,2.439,-3.4701,-6.2837
2.197643,2.7975,-2.9826,-6.5036
2.207744,2.9895,-2.6608,-8.1833
2.224773,3.0175,-1.9872,-8.7808
2.227656,2.8332,-1.098,-7.6401
2.238117,2.6195,-0.136,-5.2498
2.247577,2.5373,0.7848,-2.9359
2.257342,2.5501,1.9451,-1.3792
2.267728,2.3895,2.7729,-0.0854
2.277803,2.3339,3.4379,0.7959
2.288044,2.4193,3.8474,1.1314
2.297618,2.4536,3.9893,1.0059
2.309901,2.3642,3.9452,0.8149
2.317595,2.2026,3.7288,0.7693
2.332606,2.0746,3.4369,0.7974
2.337174,1.8352,2.9936,0.5793
2.348302,1.6849,2.6046,-0.027
2.35699,1.7246,2.4278,-1.1778
2.367538,1.1656,2.1531,-3.0863
2.377203,0.581,1.622,-4.2665
2.387483,0.7813,1.5454,-3.9225
2.401255,1.0091,1.5372,-1.7588
2.406652,1.2651,1.7004,0.2375
2.4214,1.5533,1.7295,0.8294
2.426618,1.9207,1.688,0.3802
2.436763,2.4425,1.6588,-0.7414
2.447124,2.8383,1.7447,-1.3433
2.457076,3.222,1.766,-1.6804
2.466387,3.5043,1.824,-1.5622
2.476296,3.3981,1.7431,-1.0827
2.489926,2.9321,1.5104,-0.2691
2.496149,2.3356,1.2286,0.6874
2.526012,1.7793,0.9981,1.727
2.536525,-0.3971,0.4833,3.586
2.546616,-1.4529,0.5426,2.6882
2.556509,-2.6377,-0.0564,3.3586
2.566528,-3.4429,-0.7635,4.1336
2.577481,-4.2569,-1.4401,3.792
2.587165,-4.5132,-1.9219,3.5218
2.599614,-3.6777,-1.8152,3.2423
2.60677,-3.4625,-1.8981,3.8028
2.616224,-3.6223,-2.3832,4.3681
2.635851,-3.1337,-4.903,4.2592
2.645751,-1.4448,-5.5601,3.6979
2.656556,0.1588,-5.4027,2.073
2.666364,1.5866,-5.1892,-0.7929
2.675981,2.4245,-5.912,-2.9233
2.68863,3.0018,-6.7727,-3.2875
2.695949,3.2205,-5.8212,-3.3701
2.710751,3.3118,-2.3943,-3.3067
2.715275,3.3502,0.9153,-3.4148
2.725184,3.6378,3.4168,-3.8444
2.735331,4.0409,5.3958,-3.9587
2.745903,4.5775,6.9175,-4.4365
2.755823,5.3599,8.0563,-5.5039
2.765426,5.3447,8.3569,-5.2266
2.77904,3.9141,7.3353,-4.2404
2.785488,1.9479,5.0083,-2.8455
2.794826,0.8084,2.7455,-1.9779
2.804787,0.1115,0.9293,-1.8906
2.814789,-0.156,-0.8361,-1.9253
2.824712,-0.411,-2.2701,-1.9146
2.835127,-0.6638,-3.2678,-2.1083
2.84509,-0.2325,-3.2915,-2.4719
2.854638,0.2737,-2.4906,-0.8448
2.86665,-1.0048,-1.6173,1.4074
2.875082,-2.5635,-1.0077,3.631
2.889829,-3.9958,-0.6098,7.0405
2.894426,-4.6896,-0.2795,8.9944
2.904734,-4.2544,0.2314,7.0899
2.914187,-2.5603,0.9205,2.9062
2.924941,-0.9593,1.828,-0.7833
2.934237,-0.7608,1.9436,-2.4259
2.944517,-0.7758,1.9467,-2.3035
2.956528,-1.0218,1.8185,-1.5923
2.964448,-1.4498,1.6291,-0.9754
2.978346,-1.9867,1.3939,-0.4244
2.984086,-2.1324,1.0943,0.0244
2.993929,-1.7692,1.1263,0.2911
3.003728,-1.1476,1.2834,0.5681
3.01427,-0.8448,1.3827,0.6271
3.023874,-0.5331,1.2171,0.4171
3.0343,-0.1631,0.7937,0.0301
3.044894,0.1046,-0.0057,-0.3998
3.054153,0.2326,-0.932,-0.7263
3.06768,0.4609,-1.7242,-0.5701
3.073884,0.6298,-2.3542,0.1453
3.083493,0.4808,-2.6456,1.6219
3.093272,0.0664,-2.6059,3.8968
3.103475,-0.9357,-2.8322,6.8296
3.113574,-2.5075,-3.476,9.7385
3.124279,-3.957,-3.6463,10.3973
3.134052,-4.7132,-3.1678,8.5615
3.14394,-4.7223,-2.8816,5.4793
3.156603,-4.3855,-2.796,2.7091
3.163861,-4.3831,-2.9852,0.8068
3.173028,-4.4315,-3.5639,-0.0638
3.182912,-4.7377,-4.5213,-0.2171
3.192816,-5.3567,-5.7075,1.1294
3.203079,-6.3734,-7.3015,5.6917
3.213653,-7.4761,-8.7489,10.0099
3.223354,-7.9189,-9.499,9.7395
3.233296,-7.1081,-9.4101,4.93
3.245663,-5.4206,-8.7043,-1.3975
3.253399,-3.125,-6.9132,-6.6531
3.262727,-0.9817,-5.1126,-9.3887
3.272488,-0.0215,-4.1618,-9.9858
3.282662,0.2499,-3.6736,-11.8155
3.292708,0.9774,-2.8643,-12.2021
3.302958,2.2283,-1.7633,-11.6721
3.312822,3.3896,-0.7383,-9.3915
